company_id,file_name,section,overall_sentiment,sentiment_score,confidence,chunk_count,positive_ratio,negative_ratio
1671933,1671933_10K_2020_0001564590-21-006726.json,item_7,Positive,0.08,1.0,73,0.27,0.19
1671933,1671933_10K_2020_0001564590-21-006726.json,item_1A,Negative,-0.41,1.0,189,0.05,0.54
1679826,1679826_10K_2020_0001558370-21-001638.json,item_7,Positive,0.16,1.0,100,0.33,0.11
1679826,1679826_10K_2020_0001558370-21-001638.json,item_1A,Negative,-0.49,1.0,261,0.03,0.61
1682325,1682325_10K_2020_0001558370-21-001283.json,item_7,Neutral,0.02,1.0,68,0.21,0.19
1682325,1682325_10K_2020_0001558370-21-001283.json,item_1A,Negative,-0.42,1.0,96,0.03,0.53
1689923,1689923_10K_2020_0001689923-21-000024.json,item_7,Neutral,-0.02,1.0,91,0.16,0.2
1689923,1689923_10K_2020_0001689923-21-000024.json,item_1A,Negative,-0.43,1.0,320,0.06,0.56
1701732,1701732_10K_2020_0001564590-21-009427.json,item_7,Neutral,-0.02,1.0,128,0.15,0.17
1701732,1701732_10K_2020_0001564590-21-009427.json,item_1A,Negative,-0.32,1.0,186,0.06,0.45
1707753,1707753_10K_2021_0001707753-21-000026.json,item_7,Positive,0.08,1.0,133,0.2,0.08
1707753,1707753_10K_2021_0001707753-21-000026.json,item_1A,Negative,-0.47,1.0,258,0.04,0.59
1713683,1713683_10K_2021_0001713683-21-000175.json,item_7,Positive,0.1,1.0,140,0.23,0.12
1713683,1713683_10K_2021_0001713683-21-000175.json,item_1A,Negative,-0.4,1.0,244,0.09,0.57
1721947,1721947_10K_2020_0001558370-21-002391.json,item_7,Positive,0.1,1.0,127,0.27,0.14
1721947,1721947_10K_2020_0001558370-21-002391.json,item_1A,Negative,-0.45,1.0,293,0.02,0.56
1724570,1724570_10K_2020_0001724570-21-000015.json,item_7,Neutral,-0.02,1.0,152,0.19,0.2
1724570,1724570_10K_2020_0001724570-21-000015.json,item_1A,Negative,-0.43,1.0,315,0.05,0.57
1725057,1725057_10K_2020_0001564590-21-009508.json,item_7,Negative,-0.13,1.0,105,0.06,0.21
1725057,1725057_10K_2020_0001564590-21-009508.json,item_1A,Negative,-0.45,1.0,113,0.03,0.57
1725579,1725579_10K_2020_0001725579-21-000010.json,item_7,Positive,0.08,1.0,104,0.22,0.13
1725579,1725579_10K_2020_0001725579-21-000010.json,item_1A,Negative,-0.38,1.0,274,0.04,0.51
1739936,1739936_10K_2020_0001564590-21-006682.json,item_7,Neutral,-0.02,1.0,99,0.17,0.2
1739936,1739936_10K_2020_0001564590-21-006682.json,item_1A,Negative,-0.48,1.0,227,0.06,0.64
1739942,1739942_10K_2020_0001739942-21-000043.json,item_7,Neutral,-0.02,1.0,40,0.17,0.2
1739942,1739942_10K_2020_0001739942-21-000043.json,item_1A,Negative,-0.4,1.0,215,0.05,0.55
1764925,1764925_10K_2021_0001764925-21-000050.json,item_7,Neutral,0.03,1.0,119,0.21,0.18
1764925,1764925_10K_2021_0001764925-21-000050.json,item_1A,Negative,-0.41,1.0,388,0.05,0.56
1768267,1768267_10K_2021_0001564590-21-057931.json,item_7,Neutral,-0.03,1.0,155,0.14,0.17
1768267,1768267_10K_2021_0001564590-21-057931.json,item_1A,Negative,-0.41,1.0,134,0.01,0.51
1773383,1773383_10K_2021_0001773383-21-000054.json,item_7,Neutral,0.04,1.0,100,0.25,0.17
1773383,1773383_10K_2021_0001773383-21-000054.json,item_1A,Negative,-0.32,1.0,233,0.06,0.45
1786352,1786352_10K_2021_0001564590-21-046383.json,item_7,Positive,0.19,1.0,131,0.31,0.1
1786352,1786352_10K_2021_0001564590-21-046383.json,item_1A,Negative,-0.41,1.0,279,0.05,0.54
1794515,1794515_10K_2020_0001794515-21-000061.json,item_7,Neutral,0.03,1.0,194,0.14,0.12
1794515,1794515_10K_2020_0001794515-21-000061.json,item_1A,Negative,-0.37,1.0,329,0.06,0.51
1800667,1800667_10K_2020_0001193125-21-041470.json,item_7,Positive,0.08,1.0,94,0.2,0.12
1800667,1800667_10K_2020_0001193125-21-041470.json,item_1A,Negative,-0.44,1.0,251,0.03,0.56
1803696,1803696_10K_2020_0001564590-21-009444.json,item_7,Neutral,-0.0,1.0,132,0.13,0.13
1803696,1803696_10K_2020_0001564590-21-009444.json,item_1A,Negative,-0.42,1.0,231,0.02,0.53
1806837,1806837_10K_2020_0001558370-21-003017.json,item_7,Positive,0.11,1.0,178,0.26,0.13
1806837,1806837_10K_2020_0001558370-21-003017.json,item_1A,Negative,-0.49,1.0,107,0.07,0.64
1810806,1810806_10K_2020_0001810806-21-000052.json,item_7,Neutral,0.05,1.0,105,0.2,0.16
1810806,1810806_10K_2020_0001810806-21-000052.json,item_1A,Negative,-0.4,1.0,283,0.06,0.53
317788,317788_10K_2021_0001628280-21-012023.json,item_7,Neutral,0.03,1.0,140,0.11,0.07
317788,317788_10K_2021_0001628280-21-012023.json,item_1A,Negative,-0.46,1.0,246,0.03,0.57
320340,320340_10K_2020_0001437749-21-004982.json,item_7,Negative,-0.26,1.0,45,0.09,0.4
50471,50471_10K_2021_0001654954-21-010502.json,item_7,Neutral,-0.02,1.0,41,0.15,0.17
50471,50471_10K_2021_0001654954-21-010502.json,item_1A,Negative,-0.45,1.0,47,0.0,0.55
713425,713425_10K_2021_0001628280-21-013701.json,item_7,Negative,-0.19,1.0,74,0.18,0.41
713425,713425_10K_2021_0001628280-21-013701.json,item_1A,Negative,-0.56,1.0,151,0.02,0.7
723531,723531_10K_2021_0000723531-21-000035.json,item_7,Positive,0.24,1.0,33,0.3,0.0
723531,723531_10K_2021_0000723531-21-000035.json,item_1A,Negative,-0.61,1.0,47,0.02,0.72
727634,727634_10K_2020_0001213900-21-020616.json,item_7,Neutral,-0.01,1.0,50,0.16,0.2
736012,736012_10K_2020_0001683168-21-000836.json,item_7,Negative,-0.11,1.0,31,0.1,0.19
736012,736012_10K_2020_0001683168-21-000836.json,item_1A,Negative,-0.36,1.0,33,0.21,0.61
746210,746210_10K_2020_0000746210-21-000024.json,item_7,Negative,-0.12,1.0,52,0.08,0.23
746210,746210_10K_2020_0000746210-21-000024.json,item_1A,Negative,-0.49,1.0,90,0.0,0.6
769397,769397_10K_2021_0000769397-21-000014.json,item_7,Positive,0.06,1.0,137,0.2,0.13
769397,769397_10K_2021_0000769397-21-000014.json,item_1A,Negative,-0.5,1.0,126,0.02,0.63
78749,78749_10K_2021_0001564590-21-029319.json,item_7,Negative,-0.12,1.0,64,0.14,0.28
78749,78749_10K_2021_0001564590-21-029319.json,item_1A,Negative,-0.61,1.0,53,0.02,0.77
789019,789019_10K_2021_0001564590-21-039151.json,item_7,Positive,0.12,1.0,85,0.22,0.11
789019,789019_10K_2021_0001564590-21-039151.json,item_1A,Negative,-0.49,1.0,102,0.05,0.66
796343,796343_10K_2020_0000796343-21-000004.json,item_7,Positive,0.06,1.0,98,0.2,0.13
796343,796343_10K_2020_0000796343-21-000004.json,item_1A,Negative,-0.62,1.0,120,0.03,0.75
807863,807863_10K_2021_0000807863-21-000098.json,item_7,Negative,-0.09,1.0,104,0.1,0.2
807863,807863_10K_2021_0000807863-21-000098.json,item_1A,Negative,-0.42,1.0,127,0.03,0.52
807882,807882_10K_2021_0000807882-21-000016.json,item_7,Positive,0.08,1.0,63,0.25,0.16
807882,807882_10K_2021_0000807882-21-000016.json,item_1A,Negative,-0.53,1.0,102,0.02,0.65
813672,813672_10K_2021_0000813672-21-000009.json,item_7,Neutral,0.01,1.0,80,0.16,0.17
813672,813672_10K_2021_0000813672-21-000009.json,item_1A,Negative,-0.45,1.0,126,0.06,0.61
814547,814547_10K_2021_0000814547-21-000019.json,item_7,Negative,-0.08,1.0,116,0.1,0.21
814547,814547_10K_2021_0000814547-21-000019.json,item_1A,Negative,-0.51,1.0,104,0.04,0.64
814549,814549_10K_2020_0001628280-21-007671.json,item_7,Negative,-0.19,1.0,67,0.1,0.31
816761,816761_10K_2020_0000816761-21-000009.json,item_7,Neutral,-0.0,1.0,73,0.19,0.19
816761,816761_10K_2020_0000816761-21-000009.json,item_1A,Negative,-0.48,1.0,79,0.04,0.65
823546,823546_10K_2021_0001493152-21-017524.json,item_7,Positive,0.05,1.0,26,0.12,0.04
823546,823546_10K_2021_0001493152-21-017524.json,item_1A,Negative,-0.51,1.0,105,0.02,0.65
827876,827876_10K_2021_0001663577-21-000668.json,item_7,Negative,-0.05,1.0,49,0.06,0.14
827876,827876_10K_2021_0001663577-21-000668.json,item_1A,Negative,-0.42,1.0,146,0.03,0.53
829323,829323_10K_2020_0000829323-21-000010.json,item_7,Negative,-0.22,1.0,45,0.09,0.33
829323,829323_10K_2020_0000829323-21-000010.json,item_1A,Negative,-0.49,1.0,38,0.0,0.61
837852,837852_10K_2020_0001104659-21-044740.json,item_7,Negative,-0.1,1.0,87,0.16,0.29
837852,837852_10K_2020_0001104659-21-044740.json,item_1A,Negative,-0.44,1.0,83,0.01,0.55
843006,843006_10K_2020_0001654954-21-002389.json,item_7,Neutral,0.02,1.0,40,0.28,0.23
843006,843006_10K_2020_0001654954-21-002389.json,item_1A,Negative,-0.57,1.0,53,0.04,0.68
849399,849399_10K_2021_0000849399-21-000010.json,item_7,Negative,-0.18,1.0,74,0.11,0.31
849399,849399_10K_2021_0000849399-21-000010.json,item_1A,Negative,-0.52,1.0,94,0.02,0.66
855612,855612_10K_2020_0001564590-21-011255.json,item_7,Neutral,-0.02,1.0,85,0.18,0.22
855612,855612_10K_2020_0001564590-21-011255.json,item_1A,Negative,-0.48,1.0,136,0.03,0.62
857005,857005_10K_2021_0001564590-21-057806.json,item_7,Positive,0.08,1.0,84,0.2,0.13
857005,857005_10K_2021_0001564590-21-057806.json,item_1A,Negative,-0.49,1.0,62,0.03,0.6
860731,860731_10K_2020_0000860731-21-000014.json,item_7,Negative,-0.08,1.0,106,0.12,0.23
860731,860731_10K_2020_0000860731-21-000014.json,item_1A,Negative,-0.47,1.0,51,0.0,0.57
8670,8670_10K_2021_0000008670-21-000027.json,item_7,Positive,0.12,1.0,87,0.25,0.1
8670,8670_10K_2021_0000008670-21-000027.json,item_1A,Negative,-0.46,1.0,54,0.02,0.57
876167,876167_10K_2020_0000876167-21-000030.json,item_7,Negative,-0.1,1.0,109,0.19,0.29
876167,876167_10K_2020_0000876167-21-000030.json,item_1A,Negative,-0.63,1.0,70,0.0,0.73
877890,877890_10K_2020_0000877890-21-000051.json,item_7,Neutral,-0.03,1.0,111,0.14,0.18
877890,877890_10K_2020_0000877890-21-000051.json,item_1A,Negative,-0.42,1.0,157,0.06,0.56
883241,883241_10K_2021_0000883241-21-000022.json,item_7,Neutral,0.02,1.0,68,0.16,0.15
883241,883241_10K_2021_0000883241-21-000022.json,item_1A,Negative,-0.44,1.0,105,0.07,0.59
884144,884144_10K_2020_0001628280-21-004536.json,item_7,Negative,-0.1,1.0,78,0.1,0.21
884144,884144_10K_2020_0001628280-21-004536.json,item_1A,Negative,-0.48,1.0,145,0.03,0.59
892482,892482_10K_2020_0000892482-21-000008.json,item_7,Negative,-0.14,1.0,77,0.06,0.23
892482,892482_10K_2020_0000892482-21-000008.json,item_1A,Negative,-0.39,1.0,79,0.1,0.57
896878,896878_10K_2021_0000896878-21-000233.json,item_7,Neutral,0.03,1.0,99,0.13,0.1
896878,896878_10K_2021_0000896878-21-000233.json,item_1A,Negative,-0.59,1.0,125,0.02,0.7
922521,922521_10K_2020_0001628280-21-004460.json,item_7,Negative,-0.09,1.0,73,0.18,0.26
922521,922521_10K_2020_0001628280-21-004460.json,item_1A,Negative,-0.39,1.0,92,0.05,0.52
929940,929940_10K_2021_0000929940-21-000060.json,item_7,Negative,-0.06,1.0,101,0.16,0.23
929940,929940_10K_2021_0000929940-21-000060.json,item_1A,Negative,-0.53,1.0,42,0.12,0.69
935036,935036_10K_2020_0000935036-21-000014.json,item_7,Negative,-0.06,1.0,110,0.12,0.18
935036,935036_10K_2020_0000935036-21-000014.json,item_1A,Negative,-0.57,1.0,90,0.01,0.69
941685,941685_10K_2020_0001654954-21-003840.json,item_7,Negative,-0.06,1.0,115,0.11,0.19
941685,941685_10K_2020_0001654954-21-003840.json,item_1A,Negative,-0.35,1.0,81,0.01,0.44
944480,944480_10K_2020_0001140361-21-012540.json,item_7,Negative,-0.2,1.0,78,0.09,0.35
944480,944480_10K_2020_0001140361-21-012540.json,item_1A,Negative,-0.49,1.0,79,0.01,0.62
948708,948708_10K_2020_0001564590-21-011475.json,item_7,Neutral,0.04,1.0,41,0.1,0.05
948708,948708_10K_2020_0001564590-21-011475.json,item_1A,Negative,-0.49,1.0,60,0.02,0.6
